Nome,Punteggio,Fantamedia anno 2023-2024,Fantamedia anno 2022-2023,Fantamedia anno 2021-2022,Presenze 2023-2024,Fanta Media 2023-2024,FM su tot gare 2023-2024,Presenze previste,Gol previsti,Assist previsti,Ruolo,Skills,Buon investimento,Resistenza infortuni,Consigliato prossima giornata,Nuovo acquisto,Infortunato,Squadra,Trend,Presenze campionato corrente
DE SILVESTRI LORENZO,55,6.77,5.96,5.95,11,6.77,2.01,21/30,0/3,0/3,DIF,"['Panchinaro', 'Assistman']",80,80,False,False,False,Bologna,UP,11
BONIFAZI KEVIN,55,5.75,5.65,5.41,6,5.75,0.93,11/20,0/3,0/3,DIF,['Panchinaro'],40,40,False,True,False,Bologna,UP,6
EBUEHI TYRONNE,55,5.86,6.46,5.50,14,5.86,2.22,11/20,0/2,0/2,DIF,"['Panchinaro', 'Buona Media']",40,60,False,False,True,Empoli,DOWN,14
MIRANDA JUAN,55,nd,nd,nd,25,0.00,0.00,21/30,0/3,0/3,DIF,"['Titolare', 'Buona Media', 'Falloso']",40,60,False,True,False,Bologna,STABLE,0
GASPAR KIOLANDA,55,nd,nd,nd,27,5.00,3.65,21/30,0/3,0/3,DIF,"['Titolare', 'Falloso']",40,60,False,True,False,Lecce,STABLE,0
MORENO ALBERTO,55,nd,nd,nd,27,0.00,0.00,21/30,0/2,3/5,DIF,"['Titolare', 'Assistman', 'Falloso']",40,60,False,True,False,Como,STABLE,0
COPPOLA DIEGO,55,5.97,nd,nd,18,5.97,2.90,11/20,0/3,0/3,DIF,"['Outsider', 'Panchinaro', 'Giovane talento']",40,40,True,False,False,Verona,STABLE,18
EBOSELE FESTY,54,5.74,6.00,nd,29,5.74,4.50,0/10,0/2,0/3,DIF,"['Panchinaro', 'Giovane talento']",40,60,False,False,False,Udinese,DOWN,29
TAVARES NUNO,54,nd,nd,nd,8,0.00,0.00,11/20,0/3,0/3,DIF,['Panchinaro'],40,40,False,True,False,Lazio,STABLE,0
ZEMURA JORDAN,54,6.00,nd,nd,20,6.00,3.24,21/30,0/2,0/3,DIF,['Panchinaro'],40,60,False,False,False,Udinese,STABLE,20
HAPS RIDGECIANO,54,6.00,nd,5.88,14,6.00,2.27,11/20,0/3,3/5,DIF,['Panchinaro'],40,60,False,True,False,Venezia,STABLE,14
ISMAJLI ARDIAN,53,5.67,5.86,5.03,24,5.67,3.68,21/30,0/1,0/1,DIF,"['Titolare', 'Buona Media']",40,60,False,False,False,Empoli,DOWN,24
COULIBALY WOYO,53,nd,nd,nd,26,0.00,0.00,11/20,0/3,0/3,DIF,['Panchinaro'],40,60,False,False,False,Parma,STABLE,0
CANDELA ANTONIO,53,nd,nd,nd,36,0.00,0.00,30+,0/3,3/5,DIF,"['Titolare', 'Assistman', 'Falloso']",60,60,False,False,False,Venezia,STABLE,0
D'AMBROSIO DANILO,53,5.72,5.96,6.53,23,5.72,3.56,21/30,3/5,0/2,DIF,['Panchinaro'],40,40,False,False,False,Monza,DOWN,23
VALENTINI NICOLAS,51,nd,nd,nd,7,5.00,0.95,11/20,0/3,0/3,DIF,['Panchinaro'],40,60,False,True,False,Fiorentina,STABLE,0
ROYAL EMERSON,55,nd,nd,nd,22,5.00,2.97,21/30,0/3,0/3,DIF,"['Panchinaro', 'Falloso']",60,60,False,True,False,Milan,STABLE,0
FARAONI DAVIDE,53,5.63,6.17,6.52,16,5.63,2.43,11/20,3/5,3/5,DIF,"['Titolare', 'Buona Media']",40,60,False,False,False,Verona,DOWN,16
FERREIRA JOAO,53,5.54,nd,nd,28,5.54,4.19,11/20,0/2,0/3,DIF,['Panchinaro'],40,40,False,False,False,Udinese,STABLE,28
ZAMPANO FRANCESCO,51,nd,nd,nd,0,0.00,0.00,21/30,0/3,3/5,DIF,"['Titolare', 'Assistman']",40,60,False,False,False,Venezia,STABLE,0
PALOMINO JOSE' LUIS,51,nd,5.75,6.08,0,0.00,0.00,11/20,0/3,0/3,DIF,"['Panchinaro', 'Buona Media']",40,60,False,True,False,Cagliari,STABLE,0
CIRCATI ALESSANDRO,51,nd,nd,nd,29,0.00,0.00,21/30,0/3,0/3,DIF,"['Outsider', 'Titolare', 'Falloso', 'Giovane talento']",40,60,False,False,False,Parma,STABLE,0
BANI MATTIA,51,6.08,nd,5.97,26,6.08,4.27,30+,0/2,0/2,DIF,"['Titolare', 'Falloso']",40,60,False,False,False,Genoa,STABLE,26
SAGRADO RICHIE,51,nd,nd,nd,24,6.00,3.89,21/30,0/3,0/3,DIF,"['Titolare', 'Falloso', 'Giovane talento']",40,40,False,True,False,Venezia,STABLE,0
IOVINE ALESSIO,51,nd,nd,nd,26,0.00,0.00,11/20,0/2,0/3,DIF,"['Panchinaro', 'Assistman', 'Falloso']",20,60,False,False,False,Como,STABLE,0
PELMARD ANDY,51,nd,nd,nd,34,5.00,4.59,21/30,0/3,0/3,DIF,['Panchinaro'],40,60,False,True,False,Lecce,STABLE,0
PAJAC MARKO,50,nd,nd,nd,0,0.00,0.00,0/10,0/1,0/2,DIF,['Panchinaro'],40,40,False,True,False,Genoa,STABLE,0
OKOU YLLAN,50,nd,nd,nd,24,5.77,3.74,11/20,0/1,0/1,DIF,"['Panchinaro', 'Goleador']",20,60,False,True,False,Verona,STABLE,0
CARBONI ANDREA,49,6.00,5.33,5.46,20,6.00,3.24,0/10,0/2,0/2,DIF,"['Panchinaro', 'Giovane talento']",40,60,False,False,False,Monza,UP,20
ILIC MIHAJLO,49,nd,nd,nd,0,0.00,0.00,11/20,0/3,0/3,DIF,"['Panchinaro', 'Giovane talento']",40,60,False,False,False,Bologna,STABLE,0
SVERKO MARIN,49,nd,nd,nd,33,0.00,0.00,30+,0/3,0/3,DIF,"['Panchinaro', 'Falloso']",40,60,False,False,False,Venezia,STABLE,0
DE SCIGLIO MATTIA,47,6.00,5.76,6.31,1,6.00,0.16,21/30,0/1,0/1,DIF,['Panchinaro'],60,20,False,False,False,Juventus,UP,1
NORTON-CUFFY BROOKE,49,nd,nd,nd,40,6.00,6.49,11/20,0/3,0/3,DIF,"['Panchinaro', 'Giovane talento']",40,60,False,True,False,Genoa,STABLE,0
OSORIO YORDAN,48,nd,nd,nd,24,0.00,0.00,11/20,0/3,0/1,DIF,['Panchinaro'],40,60,False,False,False,Parma,STABLE,0
BALOGH BOTOND,48,nd,nd,nd,17,0.00,0.00,11/20,0/1,0/1,DIF,"['Panchinaro', 'Falloso', 'Giovane talento']",40,60,False,False,False,Parma,STABLE,0
VITI MATTIA,48,5.63,nd,5.63,12,5.63,1.83,21/30,0/2,0/1,DIF,"['Outsider', 'Titolare']",40,60,False,True,False,Empoli,STABLE,12
SVOBODA MICHAEL,48,nd,nd,5.41,0,0.00,0.00,11/20,0/2,0/2,DIF,"['Outsider', 'Panchinaro', 'Giovane talento']",40,60,False,False,False,Venezia,STABLE,0
DI CHIARA GIANLUCA,48,nd,nd,nd,0,0.00,0.00,0/10,0,0,DIF,['Panchinaro'],40,60,False,False,False,Venezia,STABLE,0
BARBA FEDERICO,48,nd,nd,nd,32,0.00,0.00,11/20,0/2,0/2,DIF,['Panchinaro'],40,40,False,False,False,Como,STABLE,0
CHATZIDIAKOS PANTELIS,47,5.46,nd,nd,13,5.46,1.92,21/30,0/3,3/5,DIF,['Panchinaro'],60,60,False,False,False,Cagliari,STABLE,13
ESTEVES GONCALO,47,nd,nd,nd,14,5.83,2.21,11/20,0/2,3/5,DIF,"['Panchinaro', 'Assistman', 'Giovane talento']",20,60,False,True,False,Udinese,STABLE,0
DI PARDO ALESSANDRO,47,5.81,nd,nd,8,5.81,1.26,11/20,0/2,0/2,DIF,['Panchinaro'],20,60,False,False,False,Cagliari,STABLE,8
KEBASELE CRISTIAN,47,5.80,nd,nd,10,5.80,1.57,21/30,0/2,0/1,DIF,['Titolare'],40,60,False,False,False,Udinese,STABLE,10
BETTELLA DAVIDE,46,nd,nd,nd,0,0.00,0.00,0/10,0,0,DIF,['Panchinaro'],20,40,False,False,False,Monza,STABLE,0
EBOSSE ENZO,46,nd,5.54,nd,0,0.00,0.00,11/20,0/1,0/2,DIF,['Panchinaro'],40,60,False,False,False,Udinese,STABLE,0
MARCANDALLI ALESSANDRO,46,nd,nd,nd,35,6.00,5.68,11/20,0/2,0/3,DIF,"['Panchinaro', 'Giovane talento']",20,60,False,True,False,Genoa,STABLE,0
ALTARE GIORGIO,46,nd,nd,6.00,0,0.00,0.00,21/30,0/3,0/3,DIF,"['Titolare', 'Falloso']",40,80,False,False,False,Venezia,STABLE,0
SAZONOV SABA,45,5.69,nd,nd,8,5.69,1.23,11/20,0,0,DIF,"['Panchinaro', 'Falloso']",40,60,False,False,False,Torino,STABLE,8
GOGLICHIDZE SABA,45,nd,nd,nd,0,0.00,0.00,0/10,0/2,0/3,DIF,"['Panchinaro', 'Giovane talento']",20,60,False,False,False,Empoli,STABLE,0
GOLDANIGA EDOARDO,45,5.54,nd,5.50,13,5.54,1.95,11/20,0/2,0/1,DIF,"['Panchinaro', 'Falloso']",40,60,False,False,False,Como,STABLE,13
GHILARDI DANIELE,45,nd,nd,nd,37,6.22,6.22,11/20,0/1,0/1,DIF,['Panchinaro'],20,60,False,True,False,Verona,STABLE,0
GUARINO GABRIELE,45,nd,nd,nd,0,0.00,0.00,11/20,0/2,0/1,DIF,"['Panchinaro', 'Giovane talento']",20,40,False,False,False,Empoli,STABLE,0
WIETESKA MATEUSZ,44,5.43,nd,nd,14,5.43,2.05,11/20,0/3,0/3,DIF,"['Panchinaro', 'Falloso']",40,60,False,False,False,Cagliari,STABLE,14
OBERT ADAM,43,5.29,nd,5.88,12,5.29,1.72,21/30,0/2,0/2,DIF,"['Panchinaro', 'Giovane talento']",40,80,False,False,False,Cagliari,STABLE,12
CORAZZA TOMMASO,43,6.00,nd,nd,1,6.00,0.16,11/20,0/3,0/3,DIF,"['Panchinaro', 'Giovane talento']",40,60,False,False,False,Bologna,STABLE,1
VALENTI LAUTARO,42,nd,nd,nd,2,0.00,0.00,0/10,0/2,0/1,DIF,"['Panchinaro', 'Falloso']",40,20,False,False,False,Parma,STABLE,0
GIANNETTI LAUTARO,42,5.75,nd,nd,6,5.75,0.93,11/20,0/3,0/3,DIF,"['Panchinaro', 'Falloso']",40,60,False,False,False,Udinese,STABLE,6
MATTURRO ALAN,39,4.25,nd,nd,2,4.25,0.23,0/10,0/3,0/2,DIF,"['Panchinaro', 'Giovane talento']",20,60,False,False,True,Genoa,STABLE,2
DEMBELÉ ALI,50,nd,nd,nd,14,0.00,0.00,0/10,0/2,0/3,DIF,"['Panchinaro', 'Assistman', 'Giovane talento']",20,60,False,True,False,Torino,STABLE,0
CASSANDRO TOMMASO,0,nd,nd,nd,0,0.00,0.00,0/10,0/1,0/1,DIF,['Panchinaro'],20,60,False,False,False,Como,STABLE,0
COMUZZO PIETRO,51,nd,nd,nd,4,5.00,0.54,11/20,0/3,0/3,DIF,"['Panchinaro', 'Giovane talento']",40,60,False,False,False,Fiorentina,STABLE,0
PALESTRA MARCO,56,nd,nd,nd,36,6.00,5.84,0/10,0,0,DIF,"['Panchinaro', 'Giovane talento']",20,60,False,False,False,Atalanta,STABLE,0
BARELLA NICOLO',97,6.59,6.86,6.91,35,6.59,6.23,21/30,4/7,3/5,CEN,"['Fuoriclasse', 'Titolare', 'Buona Media']",80,80,True,False,False,Inter,DOWN,35
KOOPMEINERS TEUN,96,7.63,7.14,6.66,32,7.63,6.60,21/30,8/11,4/7,CEN,"['Panchinaro', 'Buona Media', 'Assistman', 'Rigorista', 'Piazzati', 'Falloso']",60,80,True,False,False,Atalanta,UP,32
CRISTANTE BRYAN,92,6.37,5.89,5.97,35,6.37,6.03,21/30,0/3,0/3,CEN,"['Titolare', 'Buona Media']",40,60,True,False,False,Roma,UP,35
CALHANOGLU HAKAN,91,7.83,6.74,7.14,30,7.83,6.35,21/30,4/7,4/7,CEN,"['Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Piazzati']",60,80,True,False,False,Inter,UP,30
MKHITARYAN HENRIKH,91,6.70,6.39,6.85,35,6.70,6.34,21/30,4/7,4/7,CEN,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Assistman']",60,40,False,False,False,Inter,UP,35
EDERSON DOS SANTOS,93,6.59,6.00,6.53,35,6.59,6.23,30+,3/5,3/5,CEN,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Assistman']",60,80,True,False,False,Atalanta,UP,35
PASALIC MARIO,89,6.82,6.41,7.66,31,6.82,5.71,11/20,4/7,3/5,CEN,"['Titolare', 'Buona Media', 'Goleador']",60,60,False,False,False,Atalanta,UP,31
PELLEGRINI LORENZO,87,6.91,6.33,7.29,27,6.91,5.04,21/30,4/7,8/11,CEN,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Assistman', 'Rigorista', 'Piazzati']",60,60,False,False,False,Roma,UP,27
BARAK ANTONIN,83,6.71,5.96,7.57,12,6.71,2.18,21/30,4/7,3/5,CEN,"['Panchinaro', 'Buona Media', 'Goleador', 'Assistman', 'Rigorista']",60,40,True,False,False,Fiorentina,UP,12
FRATTESI DAVIDE,83,7.00,6.79,6.36,26,7.00,4.92,21/30,3/5,0/3,CEN,"['Panchinaro', 'Buona Media', 'Goleador']",40,60,False,False,False,Inter,UP,26
COLPANI ANDREA,81,6.97,6.63,nd,36,6.97,6.78,21/30,4/7,3/5,CEN,"['Outsider', 'Titolare', 'Buona Media', 'Goleador', 'Giovane talento']",60,60,False,True,False,Fiorentina,UP,36
LOBOTKA STANISLAV,79,5.92,6.34,6.38,36,5.92,5.76,21/30,0/3,0/3,CEN,"['Fuoriclasse', 'Titolare', 'Buona Media']",40,60,False,False,False,Napoli,DOWN,36
SAMARDZIC LAZAR,81,6.77,6.59,6.81,32,6.77,5.86,11/20,3/5,3/5,CEN,"['Outsider', 'Titolare', 'Buona Media', 'Assistman', 'Giovane talento']",40,60,True,True,False,Atalanta,UP,32
ZIELINSKI PIOTR,80,6.33,6.72,6.86,27,6.33,4.62,30+,8/11,3/5,CEN,"['Titolare', 'Buona Media', 'Goleador']",80,60,False,False,False,Inter,DOWN,27
BERNABE ADRIAN,79,nd,nd,nd,35,0.00,0.00,30+,4/7,4/7,CEN,"['Fuoriclasse', 'Titolare', 'Goleador', 'Assistman', 'Giovane talento']",60,60,False,False,False,Parma,STABLE,0
LUIZ DOUGLAS,79,nd,nd,nd,35,7.04,6.66,21/30,4/7,4/7,CEN,"['Fuoriclasse', 'Titolare', 'Goleador']",60,60,False,True,False,Juventus,STABLE,0
FOLORUNSHO MICHAEL,76,6.44,nd,nd,32,6.44,5.57,21/30,4/7,0/1,CEN,"['Outsider', 'Panchinaro', 'Goleador', 'Falloso']",40,40,True,False,False,Napoli,STABLE,32
POGBA PAUL,68,6.00,6.00,nd,2,6.00,0.32,30+,4/7,4/7,CEN,"['Panchinaro', 'Goleador', 'Assistman']",80,60,False,False,False,Juventus,UP,2
FREULER REMO,77,6.08,nd,5.88,31,6.08,5.09,21/30,3/5,0/3,CEN,['Titolare'],40,40,False,False,False,Bologna,STABLE,31
LOCATELLI MANUEL,77,5.96,6.08,6.53,34,5.96,5.48,21/30,3/5,0/3,CEN,"['Titolare', 'Buona Media', 'Goleador']",60,60,False,False,False,Juventus,DOWN,34
REIJNDERS TIJJANI,77,6.40,nd,nd,34,6.40,5.88,21/30,0/3,0/3,CEN,"['Titolare', 'Buona Media', 'Falloso']",60,60,False,False,False,Milan,STABLE,34
BRESCIANINI MARCO,76,6.47,nd,nd,33,6.47,5.77,11/20,3/5,3/5,CEN,"['Outsider', 'Panchinaro', 'Goleador', 'Piazzati']",40,60,False,True,False,Atalanta,STABLE,33
MANDRAGORA ROLANDO,76,6.31,6.25,6.06,29,6.31,4.95,11/20,0/3,0/3,CEN,"['Titolare', 'Buona Media', 'Piazzati']",60,40,True,False,False,Fiorentina,UP,29
FOFANA YOUSSOUF,76,nd,nd,nd,32,6.00,5.19,21/30,3/5,3/5,CEN,"['Outsider', 'Titolare', 'Buona Media', 'Goleador', 'Assistman']",60,60,False,True,False,Milan,STABLE,0
ANGUISSA ANDRÈ ZAMBO,74,5.85,6.60,6.22,31,5.85,4.90,30+,0/3,0/3,CEN,"['Titolare', 'Buona Media']",60,60,False,False,False,Napoli,DOWN,31
KOSTIC FILIP,75,6.00,6.60,nd,28,6.00,4.54,21/30,4/7,4/7,CEN,"['Panchinaro', 'Goleador', 'Assistman', 'Falloso']",60,60,False,False,False,Juventus,DOWN,28
BENNACER ISMAEL,74,6.56,6.46,6.50,16,6.56,2.84,21/30,0/3,3/5,CEN,"['Titolare', 'Buona Media']",60,60,False,False,False,Milan,UP,16
MCKENNIE WESTON,73,6.33,5.97,6.63,32,6.33,5.47,21/30,3/5,3/5,CEN,"['Panchinaro', 'Buona Media', 'Giovane talento']",60,60,False,False,False,Juventus,UP,32
ZERBIN ALESSIO,73,5.93,5.63,nd,14,5.93,2.24,11/20,0/3,0/3,CEN,['Panchinaro'],40,60,False,True,False,Napoli,UP,14
ARTHUR MELO,73,6.23,nd,5.83,31,6.23,5.22,21/30,3/5,4/7,CEN,"['Panchinaro', 'Assistman', 'Piazzati']",60,40,True,True,False,Juventus,STABLE,31
KYRIAKOPOULOS GEORGIOS,72,5.92,6.21,5.92,26,5.92,4.16,11/20,0/1,0/2,CEN,['Titolare'],40,60,False,False,False,Monza,DOWN,26
AEBISCHER MICHEL,72,5.90,5.90,5.81,31,5.90,4.94,11/20,0/3,0/3,CEN,"['Panchinaro', 'Buona Media', 'Falloso']",60,40,False,False,False,Bologna,UP,31
PESSINA MATTEO,69,6.50,6.57,6.06,35,6.50,6.15,21/30,3/5,3/5,CEN,"['Outsider', 'Titolare', 'Buona Media', 'Assistman', 'Piazzati']",60,60,False,False,False,Monza,DOWN,35
LINETTY KAROL,71,5.72,5.93,5.73,25,5.72,3.86,21/30,3/5,0/3,CEN,"['Titolare', 'Buona Media', 'Falloso']",40,60,False,False,False,Torino,DOWN,25
GUENDOUZI MATTEO,70,6.21,nd,nd,31,6.21,5.20,21/30,3/5,3/5,CEN,"['Outsider', 'Titolare', 'Goleador', 'Assistman', 'Falloso']",60,60,False,False,False,Lazio,STABLE,31
LE FEE ENZO,70,nd,nd,nd,25,0.00,0.00,21/30,3/5,3/5,CEN,"['Outsider', 'Titolare', 'Goleador']",60,40,False,True,False,Roma,STABLE,0
DE ROON MARTEN,70,5.97,6.26,6.13,30,5.97,4.84,30+,0/3,3/5,CEN,"['Titolare', 'Buona Media']",60,80,False,False,False,Atalanta,DOWN,30
FRENDRUP MORTEN,70,6.41,nd,5.75,35,6.41,6.06,30+,0/3,0/2,CEN,"['Titolare', 'Buona Media', 'Giovane talento']",60,60,True,False,False,Genoa,STABLE,35
ILIC IVAN,69,6.41,6.34,6.08,27,6.41,4.68,21/30,0/3,0/3,CEN,['Titolare'],40,60,True,False,False,Torino,UP,27
LAZOVIC DARKO,69,6.24,6.82,6.47,29,6.24,4.89,21/30,3/5,3/5,CEN,"['Titolare', 'Buona Media', 'Assistman']",40,80,False,False,False,Verona,DOWN,29
VECINO MATIAS,69,6.85,6.05,6.25,23,6.85,4.26,21/30,3/5,0/3,CEN,"['Panchinaro', 'Buona Media']",40,60,True,False,False,Lazio,UP,23
GONZALEZ JOAN,68,7.20,6.86,nd,27,7.20,5.25,11/20,0/2,0/2,CEN,"['Panchinaro', 'Giovane talento']",40,60,False,False,True,Lecce,UP,27
LOFTUS-CHEEK RUBEN,68,6.73,nd,nd,28,6.73,5.09,0/10,0/3,3/5,CEN,"['Titolare', 'Buona Media']",60,60,False,False,False,Milan,STABLE,28
PAREDES LEANDRO,68,6.12,5.78,nd,33,6.12,5.46,21/30,0/3,0/3,CEN,"['Titolare', 'Buona Media', 'Assistman']",40,40,False,False,False,Roma,UP,33
CATALDI DANILO,67,5.95,5.93,6.08,21,5.95,3.38,21/30,0/3,0/3,CEN,"['Panchinaro', 'Buona Media']",40,60,False,False,False,Lazio,UP,21
LOVRIC SANDI,67,6.13,6.71,nd,28,6.13,4.64,11/20,0/3,0/3,CEN,['Titolare'],40,60,False,False,False,Udinese,DOWN,28
RICCI SAMUELE,67,5.89,6.30,5.97,28,5.89,4.46,21/30,3/5,0/3,CEN,"['Outsider', 'Titolare', 'Giovane talento']",40,60,True,False,False,Torino,DOWN,28
MALEH YOUSSEF,67,5.64,5.76,6.30,32,5.64,4.88,11/20,0/3,0/3,CEN,"['Titolare', 'Buona Media', 'Assistman', 'Falloso']",40,60,False,False,False,Empoli,DOWN,32
ASLLANI KRISTJAN,66,6.53,5.85,6.17,15,6.53,2.65,11/20,0/3,0/3,CEN,"['Panchinaro', 'Assistman', 'Giovane talento']",40,60,False,False,False,Inter,UP,15
CASTROVILLI GAETANO,66,7.17,6.54,6.11,3,7.17,0.58,21/30,4/7,3/5,CEN,"['Panchinaro', 'Buona Media']",60,20,False,True,False,Lazio,UP,3
KOVALENKO VIKTOR,66,6.17,5.88,6.11,15,6.17,2.50,0/10,0/3,0/3,CEN,"['Panchinaro', 'Goleador']",40,80,False,False,False,Atalanta,UP,15
TAMEZE ADRIEN,66,5.76,5.77,6.64,27,5.76,4.20,21/30,0/3,0/2,CEN,"['Titolare', 'Falloso']",40,80,False,False,False,Torino,DOWN,27
DUDA ONDREJ,66,6.00,5.68,nd,31,6.00,5.03,11/20,0/2,0/3,CEN,"['Titolare', 'Rigorista']",40,80,True,False,False,Verona,UP,31
BOVE EDOARDO,65,5.96,6.15,8.00,27,5.96,4.35,21/30,0/3,0/3,CEN,"['Outsider', 'Panchinaro', 'Buona Media', 'Giovane talento']",40,60,False,False,False,Roma,DOWN,27
MAZZITELLI LUCA,65,6.54,nd,nd,28,6.54,4.95,21/30,0/3,3/5,CEN,"['Titolare', 'Assistman', 'Falloso']",60,40,False,False,False,Como,STABLE,28
ROVELLA NICOLO,64,6.08,6.16,6.13,20,6.08,3.29,21/30,0/1,0/2,CEN,"['Outsider', 'Panchinaro', 'Buona Media', 'Giovane talento']",40,60,True,False,False,Lazio,DOWN,20
THORSBY MORTEN,64,6.30,nd,5.99,20,6.30,3.41,21/30,0/2,0/2,CEN,['Panchinaro'],40,60,False,False,False,Genoa,STABLE,20
GAGLIARDINI ROBERTO,64,5.93,5.46,6.63,30,5.93,4.81,11/20,0/2,0/3,CEN,"['Titolare', 'Buona Media', 'Falloso']",40,60,True,False,False,Monza,UP,30
SULEMANA IBRAHIM,64,6.13,5.77,nd,19,6.13,3.15,11/20,0/2,0/2,CEN,"['Panchinaro', 'Giovane talento']",40,80,False,True,False,Atalanta,UP,19
RICHARDSON AMIR,64,nd,nd,nd,28,6.00,4.54,21/30,3/5,0/3,CEN,"['Outsider', 'Titolare', 'Giovane talento']",40,60,False,True,False,Fiorentina,STABLE,0
MARIN RAZVAN,64,6.04,6.20,5.93,26,6.04,4.24,11/20,0/3,0/3,CEN,['Panchinaro'],40,60,False,True,False,Cagliari,DOWN,26
PAYERO MARTIN,63,6.06,nd,nd,26,6.06,4.26,11/20,3/5,3/5,CEN,"['Panchinaro', 'Goleador', 'Piazzati']",40,20,True,False,False,Udinese,STABLE,26
FELICI MATTIA,63,nd,nd,nd,36,6.00,5.84,21/30,3/5,0/3,CEN,"['Outsider', 'Titolare', 'Goleador']",40,60,False,True,False,Cagliari,STABLE,0
COULIBALY LASSANA,63,5.66,6.23,5.75,25,5.66,3.82,30+,0/3,0/3,CEN,"['Titolare', 'Buona Media']",40,60,False,True,False,Lecce,DOWN,25
BADELJ MILAN,63,6.15,nd,5.83,31,6.15,5.15,21/30,0/3,0/3,CEN,"['Titolare', 'Falloso']",40,40,True,False,False,Genoa,STABLE,31
PISILLI NICCOLO,62,nd,nd,nd,24,0.00,0.00,0/10,0/3,0/3,CEN,"['Panchinaro', 'Goleador', 'Giovane talento']",20,60,False,True,False,Roma,STABLE,0
THURAM KHEPHREN,62,nd,nd,nd,27,0.00,0.00,21/30,0/3,0/3,CEN,"['Titolare', 'Buona Media']",40,40,False,True,False,Juventus,STABLE,0
TERRACCIANO FILIPPO,62,5.89,6.12,nd,19,5.89,3.02,11/20,0/3,0/3,CEN,"['Panchinaro', 'Giovane talento']",40,60,False,False,False,Milan,DOWN,19
MUSAH YUNUS,62,5.85,nd,nd,24,5.85,3.79,11/20,0/3,0/2,CEN,"['Panchinaro', 'Buona Media', 'Falloso', 'Giovane talento']",60,60,False,False,False,Milan,STABLE,24
RAMADANI YLBER,62,5.73,nd,nd,32,5.73,4.96,21/30,0/3,0/2,CEN,"['Panchinaro', 'Falloso']",40,60,True,False,False,Lecce,STABLE,32
SUSLOV TOMAS,61,6.30,nd,nd,28,6.30,4.77,21/30,3/5,4/7,CEN,"['Outsider', 'Titolare', 'Assistman', 'Falloso', 'Giovane talento']",40,60,False,False,False,Verona,STABLE,28
GRASSI ALBERTO,61,5.77,5.85,5.88,26,5.77,4.05,11/20,0/3,0/3,CEN,['Panchinaro'],40,40,False,False,False,Empoli,DOWN,26
DEIOLA ALESSANDRO,61,5.40,nd,6.25,20,5.40,2.92,21/30,0/3,0/3,CEN,['Panchinaro'],40,40,False,False,False,Cagliari,STABLE,20
HENDERSON LIAM,60,nd,5.67,6.21,0,0.00,0.00,11/20,0/2,0/2,CEN,['Panchinaro'],40,80,False,False,False,Empoli,STABLE,0
POBEGA TOMMASO,60,5.93,6.25,6.53,7,5.93,1.12,21/30,3/5,0/3,CEN,"['Panchinaro', 'Buona Media', 'Falloso']",40,60,False,False,False,Milan,DOWN,7
FERGUSON LEWIS,60,6.97,6.85,nd,30,6.97,5.65,0/10,0/3,0/3,CEN,"['Panchinaro', 'Falloso']",20,20,False,False,True,Bologna,UP,30
ENGELHARDT YANNIK,60,nd,nd,nd,30,0.00,0.00,21/30,0/3,0/3,CEN,"['Outsider', 'Titolare', 'Buona Media', 'Giovane talento']",40,60,False,True,False,Como,STABLE,0
DUNCAN ALFRED,59,6.50,5.95,6.16,25,6.50,4.39,21/30,0/3,0/3,CEN,"['Titolare', 'Piazzati']",40,40,False,True,False,Venezia,UP,25
SERDAR SUAT,59,5.95,nd,nd,21,5.95,3.38,21/30,3/5,3/5,CEN,"['Titolare', 'Goleador', 'Piazzati', 'Falloso']",60,60,False,False,True,Verona,STABLE,21
ZURKOWSKI SZYMON,59,6.88,5.75,6.77,12,6.88,2.23,11/20,3/5,3/5,CEN,"['Panchinaro', 'Goleador']",60,60,False,True,False,Empoli,UP,12
ADLI YACINE,59,6.35,nd,nd,13,6.35,2.23,11/20,0/3,0/3,CEN,"['Panchinaro', 'Buona Media']",40,60,False,False,False,Milan,STABLE,13
CIURRIA PATRICK,59,5.86,6.81,nd,22,5.86,3.48,21/30,0/3,4/7,CEN,"['Titolare', 'Buona Media', 'Assistman']",40,60,False,False,False,Monza,DOWN,22
BONDO WARREN,59,5.78,5.50,nd,23,5.78,3.59,0/10,0/1,0/1,CEN,['Panchinaro'],20,60,False,False,False,Monza,UP,23
SACO COLI,56,nd,nd,nd,0,0.00,0.00,0/10,0/3,0/3,CEN,"['Panchinaro', 'Falloso', 'Giovane talento']",40,60,False,True,False,Napoli,STABLE,0
AKPA AKPRO JEAN DANIEL,58,5.64,6.00,5.25,14,5.64,2.13,0/10,0/3,0/3,CEN,"['Panchinaro', 'Falloso']",40,60,False,False,False,Lazio,DOWN,14
AMRABAT SOFYAN,58,nd,5.84,6.14,21,5.00,2.84,0/10,0/2,0/2,CEN,['Panchinaro'],40,60,False,True,False,Fiorentina,STABLE,0
MAKOUMBOU ANTOINE,58,5.61,nd,nd,31,5.61,4.70,30+,0/3,0/3,CEN,"['Titolare', 'Falloso']",40,60,False,False,False,Cagliari,STABLE,31
